name,serial_number,block_name
Crocus,71,MODERATE ORANGE
Daffodile [Yellow],71,MODERATE ORANGE
Daffodil Yellow,71,MODERATE ORANGE
Deep Chrome Yellow,71,MODERATE ORANGE
Di PaHto,71,MODERATE ORANGE
Dutch Orange,71,MODERATE ORANGE
English Ochre,71,MODERATE ORANGE
Florida Gold,71,MODERATE ORANGE
Forsythia,71,MODERATE ORANGE
French Berries,71,MODERATE ORANGE
French Ochre,71,MODERATE ORANGE
Gild,71,MODERATE ORANGE
Gilded,71,MODERATE ORANGE
Gilt,71,MODERATE ORANGE
Gold Earth,71,MODERATE ORANGE
Golden Corn,71,MODERATE ORANGE
Golden Glow,71,MODERATE ORANGE
Golden Wheat,71,MODERATE ORANGE
Golden Yellow,71,MODERATE ORANGE
Gold Yellow,71,MODERATE ORANGE
Imperial Yellow,71,MODERATE ORANGE
Inca Gold,71,MODERATE ORANGE
Indian Yellow,71,MODERATE ORANGE
Italian Lake,71,MODERATE ORANGE
Jonquil [Yellow],71,MODERATE ORANGE
Maise,71,MODERATE ORANGE
Mellowglow,71,MODERATE ORANGE
Mineral Yellow,71,MODERATE ORANGE
Mirabelle,71,MODERATE ORANGE
Morea Berries,71,MODERATE ORANGE
Mountain Yellow,71,MODERATE ORANGE
Nasturtium [Yellow],71,MODERATE ORANGE
Ochraceous,71,MODERATE ORANGE
Ochre,71,MODERATE ORANGE
Orient Yellow,71,MODERATE ORANGE
Orpiment Red,71,MODERATE ORANGE
Oxford Chrome,71,MODERATE ORANGE
Oxford Ochre,71,MODERATE ORANGE
Oxford Yellow,71,MODERATE ORANGE
Oxide Yellow,71,MODERATE ORANGE
Permanent Yellow,71,MODERATE ORANGE
Piuree,71,MODERATE ORANGE
Piuri,71,MODERATE ORANGE
Pompeian Yellow,71,MODERATE ORANGE
Purrea Arabica,71,MODERATE ORANGE
Purree,71,MODERATE ORANGE
Quercitron Lake,71,MODERATE ORANGE
Radiant Yellow,71,MODERATE ORANGE
Realgar,71,MODERATE ORANGE
Risigal,71,MODERATE ORANGE
Rosalgar,71,MODERATE ORANGE
Ruby of Arsenic,71,MODERATE ORANGE
Safa ran,71,MODERATE ORANGE
Saffron Yellow,71,MODERATE ORANGE
Sandarach,71,MODERATE ORANGE
Sandaracha,71,MODERATE ORANGE
Sil,71,MODERATE ORANGE
Snowshoe,71,MODERATE ORANGE
Spanish Yellow,71,MODERATE ORANGE
Sunray,71,MODERATE ORANGE
Ta-Ming,71,MODERATE ORANGE
Toltec,71,MODERATE ORANGE
Venice Berries,71,MODERATE ORANGE
Wheat,71,MODERATE ORANGE
Yellow Berries,71,MODERATE ORANGE
Yellow Carmine,71,MODERATE ORANGE
Yellow Earth,71,MODERATE ORANGE
Yellow Ochre,71,MODERATE ORANGE
Yellow Sienna,71,MODERATE ORANGE
Yellow Wash,71,MODERATE ORANGE
Zedoary Wash,71,MODERATE ORANGE
Apricot Tan,71,MODERATE ORANGE
Burnt Yellow.. 123 OY 4-c,71,MODERATE ORANGE
California Gold....114 OY 3-b,71,MODERATE ORANGE
Chamois Yellow..124 OY 4-d,71,MODERATE ORANGE
Cheddar Cheese. 155 0 2-c,71,MODERATE ORANGE
Gold Rush. 154 0 2-b,71,MODERATE ORANGE
Golden Peach__ 165 0 3-e,71,MODERATE ORANGE
Nasturtium Buff. 163 0 3-c,71,MODERATE ORANGE
Old Gold,71,MODERATE ORANGE
Spanish Gold. 164 0 3-d,71,MODERATE ORANGE
Sunburst,71,MODERATE ORANGE
Veiled Sun.. 115 OY 3-c,71,MODERATE ORANGE
Light Ochraceous-Buff,71,MODERATE ORANGE
Light Orange-Yellow . Ill 17d,71,MODERATE ORANGE
Orange-Buff ... Ill 15d,71,MODERATE ORANGE
Pale Orange-Yellow,71,MODERATE ORANGE
Pinkish Cinnamon,71,MODERATE ORANGE
Salmon-Buff,71,MODERATE ORANGE
Warm Buff,71,MODERATE ORANGE
Amber,71,MODERATE ORANGE
Bright Melon Yellow,71,MODERATE ORANGE
Butterscotch,71,MODERATE ORANGE
Light Amber,71,MODERATE ORANGE
Melon Yellow,71,MODERATE ORANGE
Bistre,71,MODERATE ORANGE
Bright Yellow,71,MODERATE ORANGE
Brown Orange,71,MODERATE ORANGE
Bubalinus,71,MODERATE ORANGE
Buff (Eng),71,MODERATE ORANGE
Buff,71,MODERATE ORANGE
Cinnamomeus,71,MODERATE ORANGE
Croceus,71,MODERATE ORANGE
Dull Buff,71,MODERATE ORANGE
Dull Yellow,71,MODERATE ORANGE
Luteolus,71,MODERATE ORANGE
Maize Yellow,71,MODERATE ORANGE
Majolica Yellow,71,MODERATE ORANGE
Melleus,71,MODERATE ORANGE
Ochre,71,MODERATE ORANGE
Orange,71,MODERATE ORANGE
Orange Buff,71,MODERATE ORANGE
Orange Yellow,71,MODERATE ORANGE
Red Zinc Yellow Primer (N),71,MODERATE ORANGE
Reddish Yellow,71,MODERATE ORANGE
Reddish Yellow,71,MODERATE ORANGE
Salmoneus,71,MODERATE ORANGE
Yellow,71,MODERATE ORANGE
Yellow,71,MODERATE ORANGE
Yellow Buff,71,MODERATE ORANGE
Yellow Ochre,71,MODERATE ORANGE
Yellowish Orange,71,MODERATE ORANGE
Antique Gold,72,DARK ORANGE YELLOW
Bronze Yellow,72,DARK ORANGE YELLOW
Bronze Pink,72,DARK ORANGE YELLOW
Buckthorn Brown,72,DARK ORANGE YELLOW
Burnished Gold,72,DARK ORANGE YELLOW
Chamoline,72,DARK ORANGE YELLOW
Cotrine,72,DARK ORANGE YELLOW
Golden Yellow,72,DARK ORANGE YELLOW
Gold Leaf,72,DARK ORANGE YELLOW
Nugget,72,DARK ORANGE YELLOW
Pinchbeck Brown,72,DARK ORANGE YELLOW
Spruce Yellow,72,DARK ORANGE YELLOW
Stil de Grain Brown,72,DARK ORANGE YELLOW
Sumac,72,DARK ORANGE YELLOW
Topaz,72,DARK ORANGE YELLOW
Autumn Gold .. 122 OY 4-b,72,DARK ORANGE YELLOW
Golden West __ 113 OY 3-a,72,DARK ORANGE YELLOW
Cinnamon,72,DARK ORANGE YELLOW
Mars Yellow,72,DARK ORANGE YELLOW
Ochraceous-Tawny,72,DARK ORANGE YELLOW
Raw Sienna,72,DARK ORANGE YELLOW
Yellow Ocher,72,DARK ORANGE YELLOW
Amber,72,DARK ORANGE YELLOW
Butterscotch,72,DARK ORANGE YELLOW
Light Amber,72,DARK ORANGE YELLOW
Topaz,72,DARK ORANGE YELLOW
Topaz,72,DARK ORANGE YELLOW
Antimony Yellow,72,DARK ORANGE YELLOW
Capucine Buff...Ill 13f,72,DARK ORANGE YELLOW
Cinnamon-Buff,72,DARK ORANGE YELLOW
Bistre,72,DARK ORANGE YELLOW
Brownish Yellow,72,DARK ORANGE YELLOW
Buff (USA),72,DARK ORANGE YELLOW
Cinnamomeus,72,DARK ORANGE YELLOW
Dark Yellowish Orange,72,DARK ORANGE YELLOW
Fulvus,72,DARK ORANGE YELLOW
Ochraceus,72,DARK ORANGE YELLOW
Olive Bistre,72,DARK ORANGE YELLOW
Orange,72,DARK ORANGE YELLOW
Reddish Yellow,72,DARK ORANGE YELLOW
Reddish Yellow,72,DARK ORANGE YELLOW
Senatus,72,DARK ORANGE YELLOW
Yellow,72,DARK ORANGE YELLOW
Yellow Brown,72,DARK ORANGE YELLOW
Yellowish Orange,72,DARK ORANGE YELLOW
Bath Stone,73,PALE ORANGE YELLOW
Belleek,73,PALE ORANGE YELLOW
Bisque,73,PALE ORANGE YELLOW
Burnous,73,PALE ORANGE YELLOW
Caen Stone,73,PALE ORANGE YELLOW
Capucine Buff,73,PALE ORANGE YELLOW
Champagne,73,PALE ORANGE YELLOW
Cornhusk,73,PALE ORANGE YELLOW
Fakir,73,PALE ORANGE YELLOW
Flesh,73,PALE ORANGE YELLOW
Freestone,73,PALE ORANGE YELLOW
French Pink,73,PALE ORANGE YELLOW
Grain,73,PALE ORANGE YELLOW
Jonquil [Yellow],73,PALE ORANGE YELLOW
Maise,73,PALE ORANGE YELLOW
Milwaukee Brick,73,PALE ORANGE YELLOW
Moonlight,73,PALE ORANGE YELLOW
Natural,73,PALE ORANGE YELLOW
Nude,73,PALE ORANGE YELLOW
Pat6 Shell,73,PALE ORANGE YELLOW
Peach Blow,73,PALE ORANGE YELLOW
Polar Bear,73,PALE ORANGE YELLOW
Seasan,73,PALE ORANGE YELLOW
Sienna Yellow,73,PALE ORANGE YELLOW
SugarCane,73,PALE ORANGE YELLOW
Sunset,73,PALE ORANGE YELLOW
Tuscan,73,PALE ORANGE YELLOW
Veau d'or,73,PALE ORANGE YELLOW
Wheat,73,PALE ORANGE YELLOW
Almond Cream _ 175 0 4-g,73,PALE ORANGE YELLOW
Angora,73,PALE ORANGE YELLOW
Apricot Cream,73,PALE ORANGE YELLOW
Apricot Ice,73,PALE ORANGE YELLOW
Bath Stone,73,PALE ORANGE YELLOW
Blush Yellow,73,PALE ORANGE YELLOW
Buckskin Tan . 173 0 4-e,73,PALE ORANGE YELLOW
Caen Stone,73,PALE ORANGE YELLOW
Caramel Cream. .. 174 0 4-f,73,PALE ORANGE YELLOW
Cream Blush,73,PALE ORANGE YELLOW
Desert Mist .. 182 0 5-f,73,PALE ORANGE YELLOW
Dutch Cream,73,PALE ORANGE YELLOW
EggShell _ 136 OY 5-h,73,PALE ORANGE YELLOW
Flesh Cream,73,PALE ORANGE YELLOW
Golden Fleece... .. 134 OY 5-f,73,PALE ORANGE YELLOW
Mellow Buff _ 135 OY 5-g,73,PALE ORANGE YELLOW
Mission White...... 184 0 5-h,73,PALE ORANGE YELLOW
Orange Blush _ 167 0 3-g,73,PALE ORANGE YELLOW
Peach Cream,73,PALE ORANGE YELLOW
Spanish White_ 168 0 3-h,73,PALE ORANGE YELLOW
Sunburst,73,PALE ORANGE YELLOW
Sundown,73,PALE ORANGE YELLOW
Walnut Cream... . 183 0 5-g,73,PALE ORANGE YELLOW
White Fawn.._ _ 176 0 4-h,73,PALE ORANGE YELLOW
Capucine Buff,73,PALE ORANGE YELLOW
Light Buff,73,PALE ORANGE YELLOW
Light Ochraceous-Salmon,73,PALE ORANGE YELLOW
Light Vinaceous-Cinnamon,73,PALE ORANGE YELLOW
Pale Ochraceous-Salmon,73,PALE ORANGE YELLOW
Pale Pinkish Buff,73,PALE ORANGE YELLOW
Pale Pinkish Cinnamon,73,PALE ORANGE YELLOW
Pale Salmon Color,73,PALE ORANGE YELLOW
Salmon-Buff,73,PALE ORANGE YELLOW
Seashell Pink,73,PALE ORANGE YELLOW
Warm Buff,73,PALE ORANGE YELLOW
Champagne,73,PALE ORANGE YELLOW
Sunset,73,PALE ORANGE YELLOW
Buff,73,PALE ORANGE YELLOW
Bubalinus,73,PALE ORANGE YELLOW
Cameo Rose (Eng),73,PALE ORANGE YELLOW
Croceus,73,PALE ORANGE YELLOW
Dull Buff,73,PALE ORANGE YELLOW
Dull Reddish Yellow,73,PALE ORANGE YELLOW
Dull Yellowish Orange,73,PALE ORANGE YELLOW
Egyptian Buff,73,PALE ORANGE YELLOW
Ochre,73,PALE ORANGE YELLOW
Olive Yellow,73,PALE ORANGE YELLOW
Orange,73,PALE ORANGE YELLOW
Pale Yellowish Orange,73,PALE ORANGE YELLOW
Peach (Y&D),73,PALE ORANGE YELLOW
Pink,73,PALE ORANGE YELLOW
Roseo-Bubalinus,73,PALE ORANGE YELLOW
Salmoneus,73,PALE ORANGE YELLOW
Very Pale Brown,73,PALE ORANGE YELLOW
White,73,PALE ORANGE YELLOW
Yellow,73,PALE ORANGE YELLOW
Yellow Buff,73,PALE ORANGE YELLOW
Yellow Tint (MA),73,PALE ORANGE YELLOW
Antique Gold,74,STRONG YELLOWISH
Avellaneous,74,STRONG YELLOWISH
Brown Pink,74,STRONG YELLOWISH
Buckthorn Brown,74,STRONG YELLOWISH
Bure,74,STRONG YELLOWISH
Burnished Gold,74,STRONG YELLOWISH
Cathay,74,STRONG YELLOWISH
Centennial Brown,74,STRONG YELLOWISH
Chamoline,74,STRONG YELLOWISH
Chipmunk,74,STRONG YELLOWISH
Clay,74,STRONG YELLOWISH
Filbert [Brown],74,STRONG YELLOWISH
French Yellow,74,STRONG YELLOWISH
Golden Yellow,74,STRONG YELLOWISH
Hazel,74,STRONG YELLOWISH
Hazelnut,74,STRONG YELLOWISH
Mexican,74,STRONG YELLOWISH
Muffin,74,STRONG YELLOWISH
Noisette,74,STRONG YELLOWISH
Ochre de Ru,74,STRONG YELLOWISH
Oker de Luce,74,STRONG YELLOWISH
OkerdeLuke,74,STRONG YELLOWISH
Oker de Rouse,74,STRONG YELLOWISH
Pinchbeck Brown,74,STRONG YELLOWISH
Pygmalion,74,STRONG YELLOWISH
Ru Ochre,74,STRONG YELLOWISH
Rut Ochre,74,STRONG YELLOWISH
Sayal Brown,74,STRONG YELLOWISH
Spruce Ochre,74,STRONG YELLOWISH
Stil de Grain Brown,74,STRONG YELLOWISH
Sumac,74,STRONG YELLOWISH
Transparent Gold Ochre,74,STRONG YELLOWISH
Yucatan,74,STRONG YELLOWISH
Autumn Brown . 129 OY 5-a,74,STRONG YELLOWISH
Bay Leaf . 121 OY 4-a,74,STRONG YELLOWISH
Buckthorn Brown,74,STRONG YELLOWISH
Clay Color,74,STRONG YELLOWISH
Ochraceous-Tawny,74,STRONG YELLOWISH
Raw Sienna ... Ill 17i,74,STRONG YELLOWISH
Sayal Brown,74,STRONG YELLOWISH
Sudan Brown . Ill 15k,74,STRONG YELLOWISH
Light Melon Yellow,74,STRONG YELLOWISH
Pearl Pink,74,STRONG YELLOWISH
Shell,74,STRONG YELLOWISH
Butterscotch,74,STRONG YELLOWISH
Cinnamon,74,STRONG YELLOWISH
Golden Brown,74,STRONG YELLOWISH
Topaz,74,STRONG YELLOWISH
Yellow Maple,74,STRONG YELLOWISH
Bistre,74,STRONG YELLOWISH
Brown Olive ._. s,74,STRONG YELLOWISH
Cinnamomeus,74,STRONG YELLOWISH
Dark Yellowish Brown,74,STRONG YELLOWISH
Fulvus,74,STRONG YELLOWISH
Melleus,74,STRONG YELLOWISH
Ochre,74,STRONG YELLOWISH
Olive Bistre,74,STRONG YELLOWISH
Red Brown.. .. s,74,STRONG YELLOWISH
Senatus,74,STRONG YELLOWISH
Strong Brown,74,STRONG YELLOWISH
Umbrinus,74,STRONG YELLOWISH
Yellow Brown... . s,74,STRONG YELLOWISH
Yellowish Brown,74,STRONG YELLOWISH
Yellowish Brown,74,STRONG YELLOWISH
Golden Brown,75,DEEP YELLOWISH BROWN
Tobacco Brown,75,DEEP YELLOWISH BROWN
Yellowish Brown,75,DEEP YELLOWISH BROWN
Almond [Brown,76,LIGHT YELLOWISH BROWN
Aloma,76,LIGHT YELLOWISH BROWN
Arizona,76,LIGHT YELLOWISH BROWN
Beige Soiree,76,LIGHT YELLOWISH BROWN
Biscuit,76,LIGHT YELLOWISH BROWN
Blond,76,LIGHT YELLOWISH BROWN
Bran,76,LIGHT YELLOWISH BROWN
Buckthorn Brown,76,LIGHT YELLOWISH BROWN
Bure,76,LIGHT YELLOWISH BROWN
Burnished Gold,76,LIGHT YELLOWISH BROWN
Centennial Brown,76,LIGHT YELLOWISH BROWN
Chamoline,76,LIGHT YELLOWISH BROWN
Cinnamon,76,LIGHT YELLOWISH BROWN
Clay .... 13,76,LIGHT YELLOWISH BROWN
Cornhusk,76,LIGHT YELLOWISH BROWN
Cotrine,76,LIGHT YELLOWISH BROWN
Cracker,76,LIGHT YELLOWISH BROWN
Cuir,76,LIGHT YELLOWISH BROWN
Doe,76,LIGHT YELLOWISH BROWN
Dorado,76,LIGHT YELLOWISH BROWN
Fallow,76,LIGHT YELLOWISH BROWN
Golden,76,LIGHT YELLOWISH BROWN
Grain,76,LIGHT YELLOWISH BROWN
Honey Beige,76,LIGHT YELLOWISH BROWN
Honeysuckle,76,LIGHT YELLOWISH BROWN
Indian Buff,76,LIGHT YELLOWISH BROWN
Iron Buff,76,LIGHT YELLOWISH BROWN
Isabella,76,LIGHT YELLOWISH BROWN
Khaki . 13,76,LIGHT YELLOWISH BROWN
Lariat,76,LIGHT YELLOWISH BROWN
Lion,76,LIGHT YELLOWISH BROWN
Lion Tawny,76,LIGHT YELLOWISH BROWN
Long Beach,76,LIGHT YELLOWISH BROWN
Macaroon,76,LIGHT YELLOWISH BROWN
Malacca,76,LIGHT YELLOWISH BROWN
Manila,76,LIGHT YELLOWISH BROWN
Mayfair Tan,76,LIGHT YELLOWISH BROWN
Merida,76,LIGHT YELLOWISH BROWN
Mirage,76,LIGHT YELLOWISH BROWN
Morocco Sand,76,LIGHT YELLOWISH BROWN
Nude,76,LIGHT YELLOWISH BROWN
SugarCane,76,LIGHT YELLOWISH BROWN
Sumac,76,LIGHT YELLOWISH BROWN
Sundown .. ll,76,LIGHT YELLOWISH BROWN
Suntan,76,LIGHT YELLOWISH BROWN
Sweetmeat,76,LIGHT YELLOWISH BROWN
Taffy,76,LIGHT YELLOWISH BROWN
Tansan,76,LIGHT YELLOWISH BROWN
Veau d’or,76,LIGHT YELLOWISH BROWN
Walnut [Brown],76,LIGHT YELLOWISH BROWN
Yellow Beige,76,LIGHT YELLOWISH BROWN
Yosemite,76,LIGHT YELLOWISH BROWN
Almond. . 172 0 4 -d,76,LIGHT YELLOWISH BROWN
Amber Gold _ _ 132 OY 5-d,76,LIGHT YELLOWISH BROWN
Chamois Yellow . 124 OY 4 -d,76,LIGHT YELLOWISH BROWN
Desert Sand.. .. 181 0 5-e,76,LIGHT YELLOWISH BROWN
Light Oak . 131 OY 5-c,76,LIGHT YELLOWISH BROWN
Sultan Sand.... .... 180 0 5-d,76,LIGHT YELLOWISH BROWN
Avellaneous,76,LIGHT YELLOWISH BROWN
Buffy Brown,76,LIGHT YELLOWISH BROWN
Cinnamon-Buff,76,LIGHT YELLOWISH BROWN
Drab,76,LIGHT YELLOWISH BROWN
Pinkish Cinnamon,76,LIGHT YELLOWISH BROWN
Vinaceous-Cinnamon,76,LIGHT YELLOWISH BROWN
Wood Brown,76,LIGHT YELLOWISH BROWN
"Taylor Knoche, Granville",76,LIGHT YELLOWISH BROWN
Camel,76,LIGHT YELLOWISH BROWN
Cinnamon,76,LIGHT YELLOWISH BROWN
Light Tan,76,LIGHT YELLOWISH BROWN
Maple Sugar,76,LIGHT YELLOWISH BROWN
Tan,76,LIGHT YELLOWISH BROWN
Yellow Maple,76,LIGHT YELLOWISH BROWN
Amberlite,76,LIGHT YELLOWISH BROWN
Buff (USA),76,LIGHT YELLOWISH BROWN
Tan,76,LIGHT YELLOWISH BROWN
Avellaneus,76,LIGHT YELLOWISH BROWN
Bistre,76,LIGHT YELLOWISH BROWN
Bistre Brown,76,LIGHT YELLOWISH BROWN
Brown Bistre,76,LIGHT YELLOWISH BROWN
Brown Orange,76,LIGHT YELLOWISH BROWN
Brownish Yellow,76,LIGHT YELLOWISH BROWN
Buff (MA),76,LIGHT YELLOWISH BROWN
Buff . s,76,LIGHT YELLOWISH BROWN
Cinnamomeus,76,LIGHT YELLOWISH BROWN
Dull Yellowish Brown,76,LIGHT YELLOWISH BROWN
Earth Yellow (USA),76,LIGHT YELLOWISH BROWN
Gray Bistre,76,LIGHT YELLOWISH BROWN
Grayish Orange,76,LIGHT YELLOWISH BROWN
Griseo-Sepiaceus,76,LIGHT YELLOWISH BROWN
Light Yellowish Brown,76,LIGHT YELLOWISH BROWN
Melleus,76,LIGHT YELLOWISH BROWN
Orange,76,LIGHT YELLOWISH BROWN
Pale Brown,76,LIGHT YELLOWISH BROWN
Pink,76,LIGHT YELLOWISH BROWN
Very Pale Brown,76,LIGHT YELLOWISH BROWN
Vinoso-Bubalinus,76,LIGHT YELLOWISH BROWN
Yellow,76,LIGHT YELLOWISH BROWN
Yellow Buff,76,LIGHT YELLOWISH BROWN
Adobe,77,MODERATE YELLOWISH
Airedale,77,MODERATE YELLOWISH
Oakbuff,77,MODERATE YELLOWISH
Pablo,77,MODERATE YELLOWISH
Pate Shell,77,MODERATE YELLOWISH
Pawnee,77,MODERATE YELLOWISH
Pinchbeck Brown,77,MODERATE YELLOWISH
Polo Tan,77,MODERATE YELLOWISH
Pongee,77,MODERATE YELLOWISH
Prarie,77,MODERATE YELLOWISH
Pygmalion,77,MODERATE YELLOWISH
Raffia,77,MODERATE YELLOWISH
Roe,77,MODERATE YELLOWISH
Samovar,77,MODERATE YELLOWISH
Seasan,77,MODERATE YELLOWISH
Spruce Yellow,77,MODERATE YELLOWISH
Alderney,77,MODERATE YELLOWISH
Aloma,77,MODERATE YELLOWISH
Antique Bronze,77,MODERATE YELLOWISH
Antique Drab,77,MODERATE YELLOWISH
Aztec,77,MODERATE YELLOWISH
Bamboo,77,MODERATE YELLOWISH
Beeswax,77,MODERATE YELLOWISH
Bismarck Brown,77,MODERATE YELLOWISH
Bronze,77,MODERATE YELLOWISH
Brown Sugar,77,MODERATE YELLOWISH
Brussels Brown,77,MODERATE YELLOWISH
Buckthorn Brown,77,MODERATE YELLOWISH
Buffalo,77,MODERATE YELLOWISH
Bunny,77,MODERATE YELLOWISH
Bure,77,MODERATE YELLOWISH
Butterscotch,77,MODERATE YELLOWISH
Cacao,77,MODERATE YELLOWISH
Cate Cteme,77,MODERATE YELLOWISH
Calabash,77,MODERATE YELLOWISH
Caraibe,77,MODERATE YELLOWISH
Centennial Brown,77,MODERATE YELLOWISH
Chamoline,77,MODERATE YELLOWISH
Cinnamon Brown,77,MODERATE YELLOWISH
Clay,77,MODERATE YELLOWISH
Clay Drab,77,MODERATE YELLOWISH
Condor,77,MODERATE YELLOWISH
Cowboy,77,MODERATE YELLOWISH
Cyprus Earth,77,MODERATE YELLOWISH
Cyprus Umber,77,MODERATE YELLOWISH
Dogwood,77,MODERATE YELLOWISH
Dresden Brown,77,MODERATE YELLOWISH
Fox,77,MODERATE YELLOWISH
Indian Tan,77,MODERATE YELLOWISH
Isabella,77,MODERATE YELLOWISH
Khaki,77,MODERATE YELLOWISH
Linoleum Brown,77,MODERATE YELLOWISH
Lion,77,MODERATE YELLOWISH
LionTawny,77,MODERATE YELLOWISH
Madura,77,MODERATE YELLOWISH
Manganese Velvet Brown,77,MODERATE YELLOWISH
Maple Sugar,77,MODERATE YELLOWISH
Mayfair Tan,77,MODERATE YELLOWISH
Medal Bronze,77,MODERATE YELLOWISH
Merida,77,MODERATE YELLOWISH
Mosul,77,MODERATE YELLOWISH
Mummy,77,MODERATE YELLOWISH
New Bronze,77,MODERATE YELLOWISH
Oakbuff,77,MODERATE YELLOWISH
Partridge,77,MODERATE YELLOWISH
Pigskin,77,MODERATE YELLOWISH
Prout’s Brown,77,MODERATE YELLOWISH
Pygmalion,77,MODERATE YELLOWISH
Raw Umber,77,MODERATE YELLOWISH
Roman Umber,77,MODERATE YELLOWISH
Shagbark,77,MODERATE YELLOWISH
Siam,77,MODERATE YELLOWISH
Sicilian Umber,77,MODERATE YELLOWISH
Stag,77,MODERATE YELLOWISH
Suede,77,MODERATE YELLOWISH
Sumac,77,MODERATE YELLOWISH
Suntan,77,MODERATE YELLOWISH
Terra Umber,77,MODERATE YELLOWISH
Thrush,77,MODERATE YELLOWISH
Tiffin,77,MODERATE YELLOWISH
Turkey Umber,77,MODERATE YELLOWISH
Tyrol,77,MODERATE YELLOWISH
Velvet Brown,77,MODERATE YELLOWISH
Wax Brown,77,MODERATE YELLOWISH
Yellow Beige,77,MODERATE YELLOWISH
Cinnamomeus,77,MODERATE YELLOWISH
Dark Brown,77,MODERATE YELLOWISH
Dark Yellowish Brown,77,MODERATE YELLOWISH
Dull Yellowish Brown,77,MODERATE YELLOWISH
Griseo-Sepiaceus,77,MODERATE YELLOWISH
Isabellinus,77,MODERATE YELLOWISH
Medium Tan (Y&D),77,MODERATE YELLOWISH
Melleus,77,MODERATE YELLOWISH
Moderate Yellowish Brown,77,MODERATE YELLOWISH
Olive Bistre,77,MODERATE YELLOWISH
Red Brown,77,MODERATE YELLOWISH
Sepiaceus,77,MODERATE YELLOWISH
Umbrinus,77,MODERATE YELLOWISH
Yellowish Brown,77,MODERATE YELLOWISH
Cyprus Earth,78,DARK YELLOWISH BROWN
Cyprus Umber,78,DARK YELLOWISH BROWN
Manganese Velvet Brown,78,DARK YELLOWISH BROWN
Partridge,78,DARK YELLOWISH BROWN
Raw Umber,78,DARK YELLOWISH BROWN
Roman Umber,78,DARK YELLOWISH BROWN
Sicilian Umber,78,DARK YELLOWISH BROWN
Terra Umber,78,DARK YELLOWISH BROWN
Turkey Umber,78,DARK YELLOWISH BROWN
Velvet Brown,78,DARK YELLOWISH BROWN
Mummy Brown,78,DARK YELLOWISH BROWN
Chocolate Brown,78,DARK YELLOWISH BROWN
Clove Brown,78,DARK YELLOWISH BROWN
Coffee,78,DARK YELLOWISH BROWN
Dark Brown,78,DARK YELLOWISH BROWN
Deep Brown,78,DARK YELLOWISH BROWN
Seal Brown,78,DARK YELLOWISH BROWN
Sepia Brown,78,DARK YELLOWISH BROWN
Dark Brown,78,DARK YELLOWISH BROWN
Dark Yellowish Brown,78,DARK YELLOWISH BROWN
Dull Yellowish Brown,78,DARK YELLOWISH BROWN
Murinus,78,DARK YELLOWISH BROWN
Olive Brown,78,DARK YELLOWISH BROWN
Umbrinus,78,DARK YELLOWISH BROWN
Very Dark Brown,78,DARK YELLOWISH BROWN
Autumn Tan .... 130 OY 5-b,79,LIGHT GRAYISH YELLOW¬
Buffy Brown,79,LIGHT GRAYISH YELLOW¬
Clay Color,79,LIGHT GRAYISH YELLOW¬
Drab,79,LIGHT GRAYISH YELLOW¬
Dresden Brown,79,LIGHT GRAYISH YELLOW¬
Sayal Brown,79,LIGHT GRAYISH YELLOW¬
Snuff Brown,79,LIGHT GRAYISH YELLOW¬
Tawny-Olive,79,LIGHT GRAYISH YELLOW¬
Adobe Brown,79,LIGHT GRAYISH YELLOW¬
Camel,79,LIGHT GRAYISH YELLOW¬
Cinnamon Brown,79,LIGHT GRAYISH YELLOW¬
Clove Brown,79,LIGHT GRAYISH YELLOW¬
Deep Brown,79,LIGHT GRAYISH YELLOW¬
Golden Brown,79,LIGHT GRAYISH YELLOW¬
Light Brown,79,LIGHT GRAYISH YELLOW¬
Maple Sugar,79,LIGHT GRAYISH YELLOW¬
Tan,79,LIGHT GRAYISH YELLOW¬
Tobacco Brown,79,LIGHT GRAYISH YELLOW¬
Yellow Maple,79,LIGHT GRAYISH YELLOW¬
Maple Sugar,79,LIGHT GRAYISH YELLOW¬
Avellaneus,79,LIGHT GRAYISH YELLOW¬
Bistre,79,LIGHT GRAYISH YELLOW¬
Bistre Brown,79,LIGHT GRAYISH YELLOW¬
Brown,79,LIGHT GRAYISH YELLOW¬
Almond [Brown],79,LIGHT GRAYISH YELLOW¬
Atmosphere,79,LIGHT GRAYISH YELLOW¬
Belleek,79,LIGHT GRAYISH YELLOW¬
Biarritz,79,LIGHT GRAYISH YELLOW¬
Biscuit,79,LIGHT GRAYISH YELLOW¬
Bronze Clair,79,LIGHT GRAYISH YELLOW¬
Burlwood,79,LIGHT GRAYISH YELLOW¬
Champagne,79,LIGHT GRAYISH YELLOW¬
Cobweb,79,LIGHT GRAYISH YELLOW¬
Cuban Sand,79,LIGHT GRAYISH YELLOW¬
Doe,79,LIGHT GRAYISH YELLOW¬
Elmwood,79,LIGHT GRAYISH YELLOW¬
Folkstone,79,LIGHT GRAYISH YELLOW¬
Grain,79,LIGHT GRAYISH YELLOW¬
Gravel,79,LIGHT GRAYISH YELLOW¬
Mauve Blush,79,LIGHT GRAYISH YELLOW¬
Mavis,79,LIGHT GRAYISH YELLOW¬
Meerchaum,79,LIGHT GRAYISH YELLOW¬
Miami Sand,79,LIGHT GRAYISH YELLOW¬
Nougat,79,LIGHT GRAYISH YELLOW¬
